,0,1
4138,260,261
4139,260,274
4140,260,262
4141,260,263
4142,260,264
4143,260,265
4144,260,508
4145,260,389
4146,260,217
4147,273,115
4148,273,160
4149,273,268
4150,273,387
4151,273,510
4152,273,356
4153,273,362
4154,273,175
4155,273,209
4156,273,264
4157,273,265
4158,273,275
4159,273,389
4160,273,217
4161,362,205
4162,362,115
4163,362,161
4164,362,341
4165,362,268
4166,362,391
4167,362,208
4168,362,482
4169,362,219
4170,362,250
4171,362,175
4172,362,354
4173,362,176
4174,362,209
4175,362,274
4176,175,115
4177,175,160
4178,175,507
4179,175,167
4180,175,268
4181,175,208
4182,175,227
4183,175,371
4184,175,354
4185,175,209
4186,175,241
4187,175,274
4188,175,275
4189,175,266
4190,354,206
4191,354,207
4192,354,507
4193,354,112
4194,354,127
4195,354,153
4196,354,268
4197,354,208
4198,354,219
4199,354,351
4200,354,505
4201,354,356
4202,354,194
4203,354,357
4204,354,385
4205,354,354
4206,354,230
4207,354,176
4208,354,209
4209,354,177
4210,354,366
4211,354,363
4212,354,232
4213,354,364
4214,354,355
4215,354,217
4216,230,159
4217,230,109
4218,230,111
4219,230,110
4220,230,163
4221,230,127
4222,230,399
4223,230,164
4224,230,166
4225,230,267
4226,230,418
4227,230,196
4228,230,268
4229,230,191
4230,230,357
4231,230,172
4232,230,176
4233,176,267
4234,176,268
4235,176,218
4236,176,351
4237,176,505
4238,176,176
4239,176,178
4240,209,474
4241,209,393
4242,209,167
4243,209,268
4244,209,168
4245,209,211
4246,209,492
4247,209,390
4248,209,391
4249,209,502
4250,209,387
4251,209,504
4252,209,351
4253,209,510
4254,209,503
4255,209,410
4256,209,392
4257,209,505
4258,209,220
4259,209,177
4260,209,274
4261,209,262
4262,209,263
4263,209,265
4264,209,275
4265,209,372
4266,209,511
4267,209,508
4268,209,506
4269,209,355
4270,209,389
4271,209,217
4272,245,207
4273,245,341
4274,245,249
4275,245,239
4276,245,542
4277,245,371
4278,245,362
4279,245,175
4280,245,246
4281,245,247
4282,245,241
4283,245,177
4284,245,178
4285,245,262
4286,245,275
4287,245,372
4288,245,266
4289,245,232
4290,245,364
4291,245,252
4292,245,395
4293,246,68
4294,246,71
4295,246,114
4296,246,115
4297,246,393
4298,246,268
4299,246,482
4300,246,219
4301,246,386
4302,246,243
4303,246,258
4304,246,551
4305,246,362
4306,246,175
4307,246,354
4308,246,209
4309,246,241
4310,246,274
4311,246,275
4312,246,372
4313,246,266
4314,246,232
4315,246,364
4316,246,365
4317,231,117
4318,231,243
4319,231,239
4320,532,243
4321,532,240
4322,532,354
4323,532,209
4324,532,532
4325,532,241
4326,247,243
4327,247,239
4328,247,551
4329,247,231
4330,247,178
4331,241,72
4332,241,112
4333,241,268
4334,241,253
4335,241,178
4336,177,72
4337,177,158
4338,177,339
4339,177,313
4340,177,186
4341,177,241
4342,177,177
4343,177,178
4344,177,275
4345,178,350
4346,178,94
4347,178,103
4348,366,165
4349,366,249
4350,366,268
4351,366,219
4352,366,346
4353,366,484
4354,366,487
4355,366,488
4356,366,491
4357,366,366
4358,366,261
4359,261,207
4360,261,271
4361,261,229
4362,261,238
4363,261,360
4364,261,243
4365,261,230
4366,261,245
4367,261,247
4368,261,241
4369,261,177
4370,261,261
4371,261,263
4372,261,232
4373,261,365
4374,555,341
4375,411,198
4376,411,393
4377,411,167
4378,411,386
4379,411,392
4380,411,245
4381,411,246
4382,411,555
4383,411,274
4384,411,395
4385,363,191
4386,363,523
4387,363,271
4388,363,371
4389,363,274
4390,363,389
4391,274,340
4392,274,116
4393,274,167
4394,274,351
4395,274,503
4396,274,556
4397,274,256
4398,274,542
4399,274,370
4400,274,273
4401,274,230
4402,274,177
4403,274,265
4404,274,275
4405,274,389
4406,262,116
4407,262,268
4408,262,274
4409,262,263
4410,262,264
4411,262,265
4412,262,275
4413,262,372
4414,262,266
4415,251,223
4416,251,224
4417,251,114
4418,251,242
4419,251,207
4420,251,191
4421,251,175
4422,251,363
4423,251,557
4424,557,340
4425,557,167
4426,557,216
4427,557,171
4428,557,391
4429,557,208
4430,557,386
4431,557,387
4432,557,191
4433,557,177
4434,557,557
4435,557,232
4436,557,395
4437,358,351
4438,358,505
4439,358,191
4440,358,178
4441,358,251
4442,358,557
4443,358,358
4444,358,388
4445,263,505
4446,263,356
4447,263,274
4448,263,264
4449,263,265
4450,263,508
4451,263,506
4452,263,389
4453,263,217
4454,264,351
4455,264,505
4456,264,558
4457,264,246
4458,264,231
4459,264,265
4460,264,275
4461,264,506
4462,264,389
4463,264,217
4464,265,504
4465,265,351
4466,265,505
4467,265,275
4468,265,389
4469,265,217
4470,275,393
4471,275,167
4472,275,268
4473,275,386
4474,275,502
4475,275,387
4476,275,351
4477,275,410
4478,275,392
4479,275,505
4480,275,356
4481,275,266
4482,275,508
4483,275,389
4484,275,217
4485,275,395
4486,372,71
4487,372,115
4488,372,207
4489,372,341
4490,372,393
4491,372,351
4492,372,512
4493,372,362
4494,372,241
4495,372,178
4496,372,411
4497,372,274
4498,372,263
4499,372,275
4500,372,266
4501,372,232
4502,372,508
4503,372,543
4504,372,544
4505,372,217
4506,372,373
4507,372,395
4508,266,368
4509,266,341
4510,266,356
4511,266,556
4512,266,258
4513,266,362
4514,266,209
4515,266,177
4516,266,178
4517,266,263
4518,266,265
4519,266,508
4520,266,543
4521,266,546
4522,266,544
4523,266,547
4524,266,389
4525,266,217
4526,266,373
4527,266,252
4528,266,395
4529,232,207
4530,232,198
4531,232,165
4532,232,196
4533,232,254
4534,232,527
4535,232,228
4536,232,230
4537,232,209
4538,232,241
4539,232,177
4540,232,178
4541,232,232
4542,232,365
4543,364,249
4544,364,230
4545,364,365
4546,365,196
4547,365,172
4548,365,243
4549,365,239
4550,365,259
4551,365,260
4552,365,175
4553,365,354
4554,365,230
4555,365,245
4556,365,177
4557,365,366
4558,365,363
4559,365,365
